address,content_count,in,out,peers_connected,peers_good,peers_total,time
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,22,1457967004.62
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,8,14,1457967004.62
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,11,12,42,1457967004.62
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,2,6,10,1457967004.62
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,27339622,119022282,13,14,60,1457967004.62
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,3,7,18,1457967004.62
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,89256,6029,6,7,8,1457967004.62
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,3,3,30,1457967004.62
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,8,8,30,1457967004.62
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,12,22,1457967004.62
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3266802,1210082,7,7,218,1457967004.62
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,8,11,1457967004.62
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,61,1457967004.62
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457967004.62
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,5,10,1457967004.62
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,3,5,9,1457967004.62
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,63,1457967004.62
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,7,9,1457967004.62
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,9,13,1457967004.62
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2404936,16132,12,14,44,1457967004.62
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,40,1457967004.62
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,2,3,28,1457967064.69
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,49,1832181,15153,2,5,31,1457967064.69
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,2,5,214,1457967064.69
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,20,1457967064.69
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457967064.69
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,7,11,43,1457967064.69
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,59797553,18068413,6,10,170,1457967064.69
13dFL5m6hf9e82JrBUWiTBdTtbdoHJEUM4,1,36506,0,0,4,20,1457967064.69
1K5CGPwisBNFoWRThY9ZLfeJVqN757aLke,1,120777,0,1,3,33,1457967064.69
1LtvsjbtQ2tY7SCtCZzC4KhErqEK3bXD4n,51,2646288,10447,6,10,49,1457967064.69
13rV6Z9HjvFMjioh7qUVWsaNzHDeAU3sb5,3,582344,0,3,5,32,1457967064.69
1Vp5LH4wegCaqeB72yMw2jgNdVm4aR7ET,69,2095496,10416,15,20,59,1457967064.69
1HAFn2Rg9VPtyzq7dixenHD9sekiX9Pzv3,2,3902611,0,3,5,33,1457967064.69
1K28kQFMquNzto2iQf4GGjr6oFUbC1NddE,118,5281196,1050781,13,17,60,1457967064.69
17T9yUUqAkboMP2hjwSafrHkuMgApuXAmR,3,1441384,0,2,5,18,1457967064.69
16g8mFUtLsQBM6bPMJ6xEEQWLWAufnzEXA,2,418643,0,1,5,8,1457967064.69
1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT,1467,28140069,11564206,7,12,226,1457967064.69
163ZAwi5BcGBm6UEwdJF1pkcejDMCT1kAj,1,29598939,0,2,5,26,1457967064.69
148or6yKMeNV4qdmKyCtpaNiFAeU1cccCw,1,985718,284758,4,6,19,1457967064.69
1MaiL5gfBM1cyb4a8e3iiL8L5gXmoAJu27,3290,244271728,267498340,8,10,219,1457967064.69
1PwzQR48SRYjQ5a2LAehD5QQaKnPHiQxi8,3,2448232,5356,2,3,24,1457967064.69
1Cec5T5m7woi3xdEWHZ9eV66j6BEmrE5xx,1,0,0,1,1,1,1457967064.69
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,6,20,1457967064.69
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,5,8,39,1457967064.69
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,2,6,21,1457967064.69
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,6,7,319,1457967064.69
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,4,21,1457967064.69
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,3,5,38,1457967064.69
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457967064.69
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,7,10,80,1457967064.69
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457967064.69
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,2,4,28,1457967064.69
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,19,25,55,1457967064.69
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,2,3,29,1457967064.69
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,174,3969323,3906,13,15,193,1457967064.69
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3484334,2708277,4,5,37,1457967064.69
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,4,5,40,1457967064.69
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,5,5,46,1457967064.69
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457967064.69
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,24,27,147,1457967064.69
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,3,6,38,1457967064.69
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,4,5,42,1457967064.69
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,0,1,1,1,1457967064.69
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,41,1457967064.69
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,73844243,74241879,13,15,204,1457967064.69
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457967064.69
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,13,1839762,347059,10,13,23,1457967064.69
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,3,3,27,1457967064.69
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,2,5,32,1457967064.69
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,213,1457967064.69
1KWy8mTjFvviLWwkmUWUZZosxgpYEK8rUq,4,1122098,57029,2,4,16,1457967064.69
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,5,7,46,1457967064.69
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,29,1457967064.69
1Lzu3HBELK2Mp6qBmrYxum1zwxpTpDAnZA,1,90029,0,3,3,23,1457967064.69
1KQ9re46CXrBZhsHLnihgmPjBBr2b8bNKC,1,2122333,0,1,3,24,1457967064.69
1BrgXu4E6jzdtvwec9oEU5Fir7355yeJF3,10,417196,2348,2,4,24,1457967064.69
15cFtCNHwoSd9TJhgVnncTgETzJceKYmeK,1,1126,0,3,5,23,1457967064.69
16kjT7s5mUM83uJ6cUKmkEAswJye1tEd3C,1,364189,0,2,3,33,1457967064.69
17Vc4FxokFp67xxqKXR9AcfYBMjzFwgNKF,2,1461627,0,2,3,26,1457967064.69
1f7FYxZWSZ5YG7Nd8sGsHcWEQgvdnVvQF,1,237335,379302,6,8,48,1457967064.69
15duv81kQ7PvRc7KfVD9k3tYHU1KBMo7uW,1,35348,0,2,4,33,1457967064.69
16ybaY9D2XhhCk5GqjpAmBXJ7DXcsMtrkH,4,405039,0,3,5,19,1457967064.69
1NXZEk3SupketTvbRxaXCERa1E9Es9hi4a,1,6148938,0,3,4,31,1457967064.69
1Kr2j7wsM8NpQYCjgR6ccxHLuQmjdnVqD,8,388906,0,2,3,23,1457967064.69
13nELCDhPs8rT4EqF1HRGvfPPRCGELKRqD,11,3592952,0,1,3,25,1457967064.69
1ZeroeuDnL2jNS6t1epQa1SPvC91KG8ER,107,1486270,3759,16,18,95,1457967064.69
1KFARPHaH3JoXeUcjwMx3vFM5q7i1zQGav,1,20091,0,3,5,9,1457967064.69
13RhXecmBH34X44Nohf2qMogZKH7KzoG78,6,405843,0,3,3,5,1457967064.69
1DXDDPLAvZNrEg4wzsX8CJqAzZvQ9G1Rvj,4,379966,0,2,8,13,1457967064.69
1TaLk3zM7ZRskJvrh3ZNCDVGXvkJusPKQ,329,234616,0,3,5,18,1457967064.69
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,22,1457967064.69
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,8,14,1457967064.69
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,11,12,42,1457967064.69
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,2,6,10,1457967064.69
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,27496179,120070496,11,14,60,1457967064.69
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,3,7,18,1457967064.69
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,89256,6029,6,7,8,1457967064.69
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,3,3,30,1457967064.69
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,8,8,30,1457967064.69
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,12,22,1457967064.69
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3266802,1210082,7,7,218,1457967064.69
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,8,11,1457967064.69
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,61,1457967064.69
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457967064.69
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,5,10,1457967064.69
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,3,5,9,1457967064.69
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,63,1457967064.69
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,7,9,1457967064.69
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,9,13,1457967064.69
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2404936,16132,12,14,44,1457967064.69
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,40,1457967064.69
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,2,3,28,1457967124.7
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,49,1832181,15153,2,5,31,1457967124.7
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,2,5,214,1457967124.7
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,20,1457967124.7
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457967124.7
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,7,11,43,1457967124.7
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,59797553,18068413,6,10,170,1457967124.7
13dFL5m6hf9e82JrBUWiTBdTtbdoHJEUM4,1,36506,0,0,4,20,1457967124.7
1K5CGPwisBNFoWRThY9ZLfeJVqN757aLke,1,120777,0,1,3,33,1457967124.7
1LtvsjbtQ2tY7SCtCZzC4KhErqEK3bXD4n,51,2646288,10447,6,10,49,1457967124.7
13rV6Z9HjvFMjioh7qUVWsaNzHDeAU3sb5,3,582344,0,3,5,32,1457967124.7
1Vp5LH4wegCaqeB72yMw2jgNdVm4aR7ET,69,2095496,10416,15,20,59,1457967124.7
1HAFn2Rg9VPtyzq7dixenHD9sekiX9Pzv3,2,3902611,0,3,5,33,1457967124.7
1K28kQFMquNzto2iQf4GGjr6oFUbC1NddE,118,5281196,1050781,13,17,60,1457967124.7
17T9yUUqAkboMP2hjwSafrHkuMgApuXAmR,3,1441384,0,2,5,18,1457967124.7
16g8mFUtLsQBM6bPMJ6xEEQWLWAufnzEXA,2,418643,0,1,5,8,1457967124.7
1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT,1467,28168672,11564206,8,13,226,1457967124.7
163ZAwi5BcGBm6UEwdJF1pkcejDMCT1kAj,1,29598939,0,2,5,26,1457967124.7
148or6yKMeNV4qdmKyCtpaNiFAeU1cccCw,1,985718,284758,4,6,19,1457967124.7
1MaiL5gfBM1cyb4a8e3iiL8L5gXmoAJu27,3290,244271728,267498340,8,10,219,1457967124.7
1PwzQR48SRYjQ5a2LAehD5QQaKnPHiQxi8,3,2448232,5356,2,3,24,1457967124.7
1Cec5T5m7woi3xdEWHZ9eV66j6BEmrE5xx,1,0,0,1,1,1,1457967124.7
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,6,20,1457967124.7
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,5,8,39,1457967124.7
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,2,6,21,1457967124.7
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,6,7,319,1457967124.7
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,4,21,1457967124.7
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,3,5,38,1457967124.7
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457967124.7
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,7,10,80,1457967124.7
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457967124.7
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,2,4,28,1457967124.7
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,19,25,55,1457967124.7
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,2,3,29,1457967124.7
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,174,3969323,3906,13,15,193,1457967124.7
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3484334,2708277,4,5,37,1457967124.7
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,4,5,40,1457967124.7
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,5,5,46,1457967124.7
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457967124.7
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,24,27,150,1457967124.7
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,3,6,38,1457967124.7
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,4,5,42,1457967124.7
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,0,1,1,1,1457967124.7
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,41,1457967124.7
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,73844243,74241879,13,15,204,1457967124.7
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457967124.7
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,13,1839762,347059,10,13,23,1457967124.7
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,3,3,27,1457967124.7
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,2,5,32,1457967124.7
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,213,1457967124.7
1KWy8mTjFvviLWwkmUWUZZosxgpYEK8rUq,4,1122098,57029,2,4,16,1457967124.7
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,5,7,46,1457967124.7
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,29,1457967124.7
1Lzu3HBELK2Mp6qBmrYxum1zwxpTpDAnZA,1,90029,0,3,3,23,1457967124.7
1KQ9re46CXrBZhsHLnihgmPjBBr2b8bNKC,1,2122333,0,1,3,24,1457967124.7
1BrgXu4E6jzdtvwec9oEU5Fir7355yeJF3,10,417196,2348,2,4,24,1457967124.7
15cFtCNHwoSd9TJhgVnncTgETzJceKYmeK,1,1126,0,3,5,23,1457967124.7
16kjT7s5mUM83uJ6cUKmkEAswJye1tEd3C,1,364189,0,2,3,33,1457967124.7
17Vc4FxokFp67xxqKXR9AcfYBMjzFwgNKF,2,1461627,0,2,3,26,1457967124.7
1f7FYxZWSZ5YG7Nd8sGsHcWEQgvdnVvQF,1,237335,379302,6,8,48,1457967124.7
15duv81kQ7PvRc7KfVD9k3tYHU1KBMo7uW,1,35348,0,2,4,33,1457967124.7
16ybaY9D2XhhCk5GqjpAmBXJ7DXcsMtrkH,4,405039,0,3,5,19,1457967124.7
1NXZEk3SupketTvbRxaXCERa1E9Es9hi4a,1,6148938,0,3,4,31,1457967124.7
1Kr2j7wsM8NpQYCjgR6ccxHLuQmjdnVqD,8,388906,0,2,3,23,1457967124.7
13nELCDhPs8rT4EqF1HRGvfPPRCGELKRqD,11,3592952,0,1,3,25,1457967124.7
1ZeroeuDnL2jNS6t1epQa1SPvC91KG8ER,107,1486270,3759,16,18,95,1457967124.7
1KFARPHaH3JoXeUcjwMx3vFM5q7i1zQGav,1,20091,0,3,5,9,1457967124.7
13RhXecmBH34X44Nohf2qMogZKH7KzoG78,6,405843,0,3,3,5,1457967124.7
1DXDDPLAvZNrEg4wzsX8CJqAzZvQ9G1Rvj,4,379966,0,2,8,13,1457967124.7
1TaLk3zM7ZRskJvrh3ZNCDVGXvkJusPKQ,329,234616,0,3,5,18,1457967124.7
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,22,1457967124.7
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,8,14,1457967124.7
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,11,12,42,1457967124.7
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,2,6,10,1457967124.7
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,27496179,120070496,11,14,60,1457967124.7
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,3,7,18,1457967124.7
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,89256,6029,6,7,8,1457967124.7
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,3,3,30,1457967124.7
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,8,8,30,1457967124.7
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,12,22,1457967124.7
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3266802,1210082,7,7,218,1457967124.7
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,8,11,1457967124.7
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,61,1457967124.7
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457967124.7
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,5,10,1457967124.7
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,3,5,9,1457967124.7
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,63,1457967124.7
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,7,9,1457967124.7
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,9,13,1457967124.7
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2404936,16132,12,14,44,1457967124.7
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,40,1457967124.7
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,2,3,28,1457967184.72
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,49,1832181,15153,2,5,31,1457967184.72
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,2,5,218,1457967184.72
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,20,1457967184.72
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457967184.72
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,7,11,44,1457967184.72
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,59797553,18068413,6,10,170,1457967184.72
13dFL5m6hf9e82JrBUWiTBdTtbdoHJEUM4,1,36506,0,0,4,20,1457967184.72
1K5CGPwisBNFoWRThY9ZLfeJVqN757aLke,1,120777,0,1,3,33,1457967184.72
1LtvsjbtQ2tY7SCtCZzC4KhErqEK3bXD4n,51,2646288,10447,6,10,49,1457967184.72
13rV6Z9HjvFMjioh7qUVWsaNzHDeAU3sb5,3,582344,0,3,5,32,1457967184.72
1Vp5LH4wegCaqeB72yMw2jgNdVm4aR7ET,69,2095496,10416,15,20,59,1457967184.72
1HAFn2Rg9VPtyzq7dixenHD9sekiX9Pzv3,2,3902611,0,3,5,33,1457967184.72
1K28kQFMquNzto2iQf4GGjr6oFUbC1NddE,118,5281196,1050781,13,17,60,1457967184.72
17T9yUUqAkboMP2hjwSafrHkuMgApuXAmR,3,1441384,0,2,5,18,1457967184.72
16g8mFUtLsQBM6bPMJ6xEEQWLWAufnzEXA,2,418643,0,1,5,8,1457967184.72
1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT,1467,28244761,11564206,8,13,228,1457967184.72
163ZAwi5BcGBm6UEwdJF1pkcejDMCT1kAj,1,29598939,0,2,5,26,1457967184.72
148or6yKMeNV4qdmKyCtpaNiFAeU1cccCw,1,985718,284758,4,6,19,1457967184.72
1MaiL5gfBM1cyb4a8e3iiL8L5gXmoAJu27,3290,244271728,267498340,8,10,223,1457967184.72
1PwzQR48SRYjQ5a2LAehD5QQaKnPHiQxi8,3,2448232,5356,2,3,24,1457967184.72
1Cec5T5m7woi3xdEWHZ9eV66j6BEmrE5xx,1,0,0,1,1,1,1457967184.72
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,6,20,1457967184.72
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,5,8,39,1457967184.72
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,2,6,21,1457967184.72
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,6,7,326,1457967184.72
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,4,21,1457967184.72
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,3,5,38,1457967184.72
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457967184.72
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,7,10,80,1457967184.72
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457967184.72
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,2,4,28,1457967184.72
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,19,25,55,1457967184.72
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,2,3,29,1457967184.72
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,174,3969323,3906,13,15,195,1457967184.72
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3484334,2708277,4,5,37,1457967184.72
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,4,5,40,1457967184.72
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,5,5,46,1457967184.72
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457967184.72
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,24,27,150,1457967184.72
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,3,6,38,1457967184.72
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,4,5,42,1457967184.72
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,0,1,1,1,1457967184.72
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,41,1457967184.72
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,73844243,74241879,13,15,205,1457967184.72
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457967184.72
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,13,1839762,347059,10,13,24,1457967184.72
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,3,3,27,1457967184.72
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,2,5,33,1457967184.72
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,239,1457967184.72
1KWy8mTjFvviLWwkmUWUZZosxgpYEK8rUq,4,1122098,57029,2,4,16,1457967184.72
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,5,7,46,1457967184.72
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,29,1457967184.72
