address,content_count,in,out,peers_connected,peers_good,peers_total,time
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,5,20,1457969826.72
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,3,8,40,1457969826.72
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,1,4,21,1457969826.72
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,5,7,394,1457969826.72
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,3,21,1457969826.72
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,2,5,38,1457969826.72
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457969826.72
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,5,10,83,1457969826.72
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457969826.72
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,1,4,28,1457969826.72
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,14,25,60,1457969826.72
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,1,3,32,1457969826.72
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,175,3969511,3906,9,15,234,1457969826.72
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3585317,2809173,16,16,35,1457969826.72
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,3,5,43,1457969826.72
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,4,5,48,1457969826.72
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457969826.72
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,19,27,160,1457969826.72
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,2,6,38,1457969826.72
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,3,5,46,1457969826.72
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,3777707,1,1,1,1457969826.72
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,45,1457969826.72
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,75206377,76511647,13,15,241,1457969826.72
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457969826.72
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,15,1888745,382410,11,14,33,1457969826.72
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,2,3,28,1457969826.72
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,1,5,33,1457969826.72
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,311,1457969826.72
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,2,7,48,1457969826.72
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,30,1457969826.72
1Lzu3HBELK2Mp6qBmrYxum1zwxpTpDAnZA,1,90029,0,1,3,25,1457969826.72
1KQ9re46CXrBZhsHLnihgmPjBBr2b8bNKC,1,2122333,0,2,4,25,1457969826.72
1BrgXu4E6jzdtvwec9oEU5Fir7355yeJF3,10,417196,2348,2,4,25,1457969826.72
15cFtCNHwoSd9TJhgVnncTgETzJceKYmeK,1,1126,0,3,5,24,1457969826.72
16kjT7s5mUM83uJ6cUKmkEAswJye1tEd3C,1,364189,0,2,3,35,1457969826.72
17Vc4FxokFp67xxqKXR9AcfYBMjzFwgNKF,2,1461627,0,2,3,26,1457969826.72
1f7FYxZWSZ5YG7Nd8sGsHcWEQgvdnVvQF,1,237335,379302,4,8,51,1457969826.72
15duv81kQ7PvRc7KfVD9k3tYHU1KBMo7uW,1,35348,0,2,4,35,1457969826.72
16ybaY9D2XhhCk5GqjpAmBXJ7DXcsMtrkH,4,405039,0,3,4,21,1457969826.72
1NXZEk3SupketTvbRxaXCERa1E9Es9hi4a,1,6148938,0,3,4,32,1457969826.72
1Kr2j7wsM8NpQYCjgR6ccxHLuQmjdnVqD,8,388906,0,2,3,23,1457969826.72
13nELCDhPs8rT4EqF1HRGvfPPRCGELKRqD,11,3592952,0,0,3,25,1457969826.72
1ZeroeuDnL2jNS6t1epQa1SPvC91KG8ER,107,1486270,3759,12,18,117,1457969826.72
1KFARPHaH3JoXeUcjwMx3vFM5q7i1zQGav,1,20091,0,3,3,9,1457969826.72
13RhXecmBH34X44Nohf2qMogZKH7KzoG78,6,405843,0,3,3,5,1457969826.72
1DXDDPLAvZNrEg4wzsX8CJqAzZvQ9G1Rvj,4,379966,0,1,6,13,1457969826.72
1TaLk3zM7ZRskJvrh3ZNCDVGXvkJusPKQ,329,234616,0,2,4,18,1457969826.72
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,24,1457969826.72
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,6,14,1457969826.72
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,9,12,43,1457969826.72
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,3,6,11,1457969826.72
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,28097261,121898278,8,14,61,1457969826.72
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,4,7,20,1457969826.72
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,113358,6029,7,7,7,1457969826.72
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,2,3,32,1457969826.72
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,7,8,31,1457969826.72
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,8,24,1457969826.72
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3269128,1210082,9,11,277,1457969826.72
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,6,12,1457969826.72
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,66,1457969826.72
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457969826.72
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,4,11,1457969826.72
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,2,5,12,1457969826.72
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,69,1457969826.72
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,6,9,1457969826.72
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,7,13,1457969826.72
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2405246,16132,11,15,46,1457969826.72
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,42,1457969826.72
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,3,4,30,1457969886.74
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,50,1832478,15450,5,12,31,1457969886.74
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,1,5,250,1457969886.74
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,21,1457969886.74
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457969886.74
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,6,11,45,1457969886.74
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,60132763,18397366,7,17,202,1457969886.74
13dFL5m6hf9e82JrBUWiTBdTtbdoHJEUM4,1,36506,0,0,3,20,1457969886.74
1K5CGPwisBNFoWRThY9ZLfeJVqN757aLke,1,120777,0,2,4,34,1457969886.74
1LtvsjbtQ2tY7SCtCZzC4KhErqEK3bXD4n,51,2646288,10447,4,10,50,1457969886.74
13rV6Z9HjvFMjioh7qUVWsaNzHDeAU3sb5,3,582344,0,2,5,32,1457969886.74
1Vp5LH4wegCaqeB72yMw2jgNdVm4aR7ET,69,2095496,16113,13,20,61,1457969886.74
1HAFn2Rg9VPtyzq7dixenHD9sekiX9Pzv3,2,3902611,0,3,6,35,1457969886.74
1K28kQFMquNzto2iQf4GGjr6oFUbC1NddE,118,5295728,1157798,11,18,65,1457969886.74
17T9yUUqAkboMP2hjwSafrHkuMgApuXAmR,3,1441384,0,2,4,18,1457969886.74
16g8mFUtLsQBM6bPMJ6xEEQWLWAufnzEXA,2,418643,0,1,5,9,1457969886.74
1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT,1467,29148262,12174451,9,17,253,1457969886.74
163ZAwi5BcGBm6UEwdJF1pkcejDMCT1kAj,1,29598939,0,2,5,27,1457969886.74
148or6yKMeNV4qdmKyCtpaNiFAeU1cccCw,1,985718,284758,4,5,19,1457969886.74
1MaiL5gfBM1cyb4a8e3iiL8L5gXmoAJu27,3293,245339107,268546545,7,11,259,1457969886.74
1PwzQR48SRYjQ5a2LAehD5QQaKnPHiQxi8,3,2448232,5356,1,3,24,1457969886.74
1Cec5T5m7woi3xdEWHZ9eV66j6BEmrE5xx,1,0,19139,1,1,1,1457969886.74
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,5,20,1457969886.74
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,3,8,40,1457969886.74
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,1,4,21,1457969886.74
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,5,7,403,1457969886.74
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,3,21,1457969886.74
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,2,5,38,1457969886.74
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457969886.74
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,5,10,83,1457969886.74
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457969886.74
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,1,4,28,1457969886.74
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,14,25,60,1457969886.74
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,1,3,32,1457969886.74
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,175,3969511,3906,9,15,234,1457969886.74
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3585317,2809173,15,16,36,1457969886.74
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,3,5,43,1457969886.74
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,4,5,48,1457969886.74
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457969886.74
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,19,27,160,1457969886.74
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,2,6,38,1457969886.74
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,3,5,46,1457969886.74
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,3777707,1,1,1,1457969886.74
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,45,1457969886.74
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,75206377,76511647,13,15,241,1457969886.74
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457969886.74
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,15,1905515,390802,11,14,33,1457969886.74
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,2,3,28,1457969886.74
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,1,5,33,1457969886.74
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,311,1457969886.74
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,2,7,48,1457969886.74
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,30,1457969886.74
1Lzu3HBELK2Mp6qBmrYxum1zwxpTpDAnZA,1,90029,0,1,3,25,1457969886.74
1KQ9re46CXrBZhsHLnihgmPjBBr2b8bNKC,1,2122333,0,2,4,25,1457969886.74
1BrgXu4E6jzdtvwec9oEU5Fir7355yeJF3,10,417196,2348,2,4,25,1457969886.74
15cFtCNHwoSd9TJhgVnncTgETzJceKYmeK,1,1126,0,3,5,24,1457969886.74
16kjT7s5mUM83uJ6cUKmkEAswJye1tEd3C,1,364189,0,2,3,35,1457969886.74
17Vc4FxokFp67xxqKXR9AcfYBMjzFwgNKF,2,1461627,0,2,3,26,1457969886.74
1f7FYxZWSZ5YG7Nd8sGsHcWEQgvdnVvQF,1,237335,379302,4,8,51,1457969886.74
15duv81kQ7PvRc7KfVD9k3tYHU1KBMo7uW,1,35348,0,2,4,35,1457969886.74
16ybaY9D2XhhCk5GqjpAmBXJ7DXcsMtrkH,4,405039,0,3,4,21,1457969886.74
1NXZEk3SupketTvbRxaXCERa1E9Es9hi4a,1,6148938,0,3,4,32,1457969886.74
1Kr2j7wsM8NpQYCjgR6ccxHLuQmjdnVqD,8,388906,0,2,3,23,1457969886.74
13nELCDhPs8rT4EqF1HRGvfPPRCGELKRqD,11,3592952,0,0,3,25,1457969886.74
1ZeroeuDnL2jNS6t1epQa1SPvC91KG8ER,107,1486270,3759,12,18,117,1457969886.74
1KFARPHaH3JoXeUcjwMx3vFM5q7i1zQGav,1,20091,0,3,3,9,1457969886.74
13RhXecmBH34X44Nohf2qMogZKH7KzoG78,6,405843,0,3,3,5,1457969886.74
1DXDDPLAvZNrEg4wzsX8CJqAzZvQ9G1Rvj,4,379966,0,1,6,13,1457969886.74
1TaLk3zM7ZRskJvrh3ZNCDVGXvkJusPKQ,329,234616,0,2,4,18,1457969886.74
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,24,1457969886.74
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,6,14,1457969886.74
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,9,12,43,1457969886.74
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,3,6,11,1457969886.74
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,28097261,121898278,8,14,61,1457969886.74
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,4,7,20,1457969886.74
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,116020,6029,7,7,7,1457969886.74
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,2,3,32,1457969886.74
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,7,8,31,1457969886.74
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,8,24,1457969886.74
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3269128,1210082,9,11,277,1457969886.74
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,6,12,1457969886.74
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,66,1457969886.74
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457969886.74
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,4,11,1457969886.74
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,2,5,12,1457969886.74
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,69,1457969886.74
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,6,9,1457969886.74
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,7,13,1457969886.74
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2405246,16132,11,15,46,1457969886.74
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,42,1457969886.74
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,3,4,30,1457969946.76
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,50,1832478,15450,5,12,31,1457969946.76
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,1,5,250,1457969946.76
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,21,1457969946.76
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457969946.76
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,6,11,45,1457969946.76
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,60132763,18397366,7,17,202,1457969946.76
13dFL5m6hf9e82JrBUWiTBdTtbdoHJEUM4,1,36506,0,0,3,20,1457969946.76
1K5CGPwisBNFoWRThY9ZLfeJVqN757aLke,1,120777,0,2,4,34,1457969946.76
1LtvsjbtQ2tY7SCtCZzC4KhErqEK3bXD4n,51,2646288,10447,4,10,50,1457969946.76
13rV6Z9HjvFMjioh7qUVWsaNzHDeAU3sb5,3,582344,0,2,5,32,1457969946.76
1Vp5LH4wegCaqeB72yMw2jgNdVm4aR7ET,69,2095496,16113,13,20,61,1457969946.76
1HAFn2Rg9VPtyzq7dixenHD9sekiX9Pzv3,2,3902611,0,3,6,35,1457969946.76
1K28kQFMquNzto2iQf4GGjr6oFUbC1NddE,118,5295728,1157798,11,18,65,1457969946.76
17T9yUUqAkboMP2hjwSafrHkuMgApuXAmR,3,1441384,0,2,4,18,1457969946.76
16g8mFUtLsQBM6bPMJ6xEEQWLWAufnzEXA,2,418643,0,1,5,9,1457969946.76
1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT,1467,29148262,12174451,9,17,253,1457969946.76
163ZAwi5BcGBm6UEwdJF1pkcejDMCT1kAj,1,29598939,0,2,5,27,1457969946.76
148or6yKMeNV4qdmKyCtpaNiFAeU1cccCw,1,985718,284758,4,5,19,1457969946.76
1MaiL5gfBM1cyb4a8e3iiL8L5gXmoAJu27,3293,245339107,268546545,7,11,259,1457969946.76
1PwzQR48SRYjQ5a2LAehD5QQaKnPHiQxi8,3,2448232,5356,1,3,24,1457969946.76
1Cec5T5m7woi3xdEWHZ9eV66j6BEmrE5xx,1,0,19139,1,1,1,1457969946.76
18JPEXtjZ4fxQ4BgCwCigVfTAk2opAnoD8,4,428005,546,2,5,20,1457969946.76
14y3fN1A214HYdKe5f6WnQdfT3PdKLSAJo,1,37173,0,3,8,40,1457969946.76
16Px6Jf5u2wsrrhe1opM1VwZFWqrnB9fwN,8,39218665,0,1,4,21,1457969946.76
1Name2NXVi1RDPDgf5617UoW7xA6YrhM9F,1,1551505,181035,5,7,403,1457969946.76
1F6u3BdECcupyy7mraLGsko56XUCS38DBr,1,61479,32768,2,3,21,1457969946.76
17Kom2G5qNDc6NaQwv445h1gFzxkY3ZtZe,1,2215035,0,2,5,38,1457969946.76
1EUGheuNTLTg5SBi2Dao2TkKURkwQBCSgd,6,340821,136112,2,2,6,1457969946.76
1Mr5rX9TauvaGReB4RjCaE6D37FJQaY5Ba,1,446790,0,5,10,83,1457969946.76
1ErLDXv36Kd2CQvkr3ZMsnRcLg8ixnUxq4,1,5036770,0,2,3,26,1457969946.76
1BrodevWLcCZNwcdQK9v2FknSBUhK281oT,1,19132398,1974,1,4,28,1457969946.76
1C2JhCunGLtvyX56nQ88tcb87WnXspjWN,55,114423179,1261219,14,25,60,1457969946.76
1FhhawHHvgLg5LS1w3w7DxT8KJSPihG9Cv,1,65977,0,1,3,32,1457969946.76
1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8,175,3969511,3906,9,15,234,1457969946.76
1CiAFnnf6kb2G1GzDV1FhttTWNxCa4mShn,23,3635939,2809173,15,16,36,1457969946.76
13NS3rSzCTpAYtH997rphfZDaWRypyjwnU,1,3072275,20480,3,5,43,1457969946.76
1NpNCPyBpZaGe9BdhuVAkwqVZXg8Hy7VB,24,17180198,40525,4,5,48,1457969946.76
14weBe8CQHen9U1LG4gE2bxg76QMCGsQoS,16,3782529,0,3,5,36,1457969946.76
192dZ1EG5tU7PnCfuwGMDEBrr2eLqvs4t3,105,229346073,70919387,19,27,162,1457969946.76
13x71nc7fju6afMqpEPfcu3Gx9Z5hNhH48,14,13601223,0,2,6,38,1457969946.76
1LC3ryygCrv94ZK4Nk8ELW6vE1hKwopE8T,1,295744,0,3,5,47,1457969946.76
1B3MjcF3y7UiSMgevjnso5JVNFMz2ci2ME,1,0,3777707,1,1,1,1457969946.76
12mZD7GPDjmeBYcLtMTP1v6Lic4kzetmL5,1,3547,0,6,8,45,1457969946.76
1iD5ZQJMNXu43w1qLB8sfdHVKppVMduGz,1,75206377,76511647,13,15,244,1457969946.76
17wNH5uEUyWhGT8rDrABdJrJ4udGLtC9oJ,1,8810,0,1,3,24,1457969946.76
138R53t3ZW7KDfSfxVpWUsMXgwUnsDNXLP,15,1913921,390802,11,14,33,1457969946.76
1Nepe91gkzrRbPXE1LKaAQm42ERoiAUhhu,1,2297638,0,2,3,28,1457969946.76
1Lod6THUt6v6ebZdBF2voYMk2QfvLvPm4q,1,14904240,0,1,5,33,1457969946.76
1HeLLo4uzjaLetFx6NH3PMwFP3qbRbTf3D,1,893763,446322,3,4,311,1457969946.76
1MgHVPCE1ve6QfKrgsqCURzRj72HrRWioz,59,890457,192095,2,7,49,1457969946.76
1AzAFRKvba4f3yMqYCaHhW9G5rnDFrhnAn,1,29456,3087,1,3,30,1457969946.76
1Lzu3HBELK2Mp6qBmrYxum1zwxpTpDAnZA,1,90029,0,1,3,25,1457969946.76
1KQ9re46CXrBZhsHLnihgmPjBBr2b8bNKC,1,2122333,0,2,4,25,1457969946.76
1BrgXu4E6jzdtvwec9oEU5Fir7355yeJF3,10,417196,2348,2,4,26,1457969946.76
15cFtCNHwoSd9TJhgVnncTgETzJceKYmeK,1,1126,0,3,5,24,1457969946.76
16kjT7s5mUM83uJ6cUKmkEAswJye1tEd3C,1,364189,0,2,3,35,1457969946.76
17Vc4FxokFp67xxqKXR9AcfYBMjzFwgNKF,2,1461627,0,2,3,26,1457969946.76
1f7FYxZWSZ5YG7Nd8sGsHcWEQgvdnVvQF,1,237335,379302,4,8,51,1457969946.76
15duv81kQ7PvRc7KfVD9k3tYHU1KBMo7uW,1,35348,0,2,4,35,1457969946.76
16ybaY9D2XhhCk5GqjpAmBXJ7DXcsMtrkH,4,405039,0,3,4,21,1457969946.76
1NXZEk3SupketTvbRxaXCERa1E9Es9hi4a,1,6148938,0,3,4,32,1457969946.76
1Kr2j7wsM8NpQYCjgR6ccxHLuQmjdnVqD,8,388906,0,2,3,23,1457969946.76
13nELCDhPs8rT4EqF1HRGvfPPRCGELKRqD,11,3592952,0,0,3,25,1457969946.76
1ZeroeuDnL2jNS6t1epQa1SPvC91KG8ER,107,1486270,3759,12,18,117,1457969946.76
1KFARPHaH3JoXeUcjwMx3vFM5q7i1zQGav,1,20091,0,3,3,9,1457969946.76
1KogkskXoCi55zvpg4tQmoJwrETDs4c5gh,6,416289,0,16,16,29,1457969946.76
13RhXecmBH34X44Nohf2qMogZKH7KzoG78,6,405843,0,3,3,5,1457969946.76
1DXDDPLAvZNrEg4wzsX8CJqAzZvQ9G1Rvj,4,379966,0,1,6,13,1457969946.76
1TaLk3zM7ZRskJvrh3ZNCDVGXvkJusPKQ,329,234616,0,2,4,18,1457969946.76
1DZpN7BRvJ4x6XrkJjQfGv1LRShsWci6Pc,6,429428,0,3,8,24,1457969946.76
1FMeSorqAS8Kq5E5XJpGGBJ8Qb2CxXhaYb,10,375225,898661,3,6,14,1457969946.76
1BCXs4U5Vjh5pE53iZ81zKVNfQRro8ZNdT,1,1133208,0,9,12,43,1457969946.76
1NpCZF573u5vW6iUy7xQzFsv7zCYJysfiK,1,5565,0,3,6,11,1457969946.76
1Apr5ba6u9Nz6eFASmFrefGvyBKkM76QgE,86,28097261,121898278,8,14,61,1457969946.76
1KdF3z61jUqqcfLnufJJs8MbuHwfQwjS89,5,416191,0,4,7,20,1457969946.76
12PMGTrJoEzsdAUJntWtYM3TZrVzqp3dBP,8,116020,6029,7,7,7,1457969946.76
16rELcbeZ7GY7X8teezU2EVSdpQpc7WPjF,1,707187,0,2,3,32,1457969946.76
1CpGZyfbUBBV5uXUoY653wVoqZFRojbEzd,16,456639,0,7,8,31,1457969946.76
1HzKesHsWG3N96CfW9eC2aL9VKY7EDm2Zj,11,8400398,123532,3,8,24,1457969946.76
186THqMWuptrZxq1rxzpguAivK3Bs6z84o,662,3269128,1210082,9,11,277,1457969946.76
17VFQ2Tnoa6oX94LnvDAYm7BkaMa2GxaDN,1,98170,0,3,6,12,1457969946.76
1HR2mJHeC1vs3XTTcX2X6BDcdRZZDNXZKV,20,1667385,565210,12,13,66,1457969946.76
1CGn7MNajfkAeN11bjKVG9vmDGqA8qv74S,1,32400,0,1,2,3,1457969946.76
1AHd759ohsgzr4NZC7cpSu1UuxjYukhx1m,1,2451252,0,3,4,11,1457969946.76
1Ae4HEA5meVoUtVsYnS4jLP6D4Q9D6Gez1,1,9092,0,2,5,12,1457969946.76
12WY4MGfJDjuBjj692q9x4TH8S5fsfaMtm,1,49609,0,10,10,69,1457969946.76
1N9mhMhyXo4nfzuVRnWQiF328ZR4AmGEVt,2,1461362,0,3,6,9,1457969946.76
16awv1xD5Hpxc4Q3f9tsSZ9MF6sSSdqF7p,12,453147,0,2,7,13,1457969946.76
1Kp5xdjQyrPth5mEJsn6NDBKZxcaeYz86N,36,2405246,16132,11,15,46,1457969946.76
1KzDGFWuVgniDVaKBdS1cY91FZBQeKbZMn,87,406718,0,7,7,42,1457969946.76
address,content_count,in,out,peers_connected,peers_good,peers_total,time
1MNb8vJAyyYEhmn5Lo962DttpGE7NYp4Yp,7,5922569,91,3,4,30,1457970006.78
165eqHdoQfyf7CVGqtVCGNDvMBZhwVSJBL,50,1832478,15450,5,12,31,1457970006.78
1Gfey7wVXXg1rxk751TBTxLJwhddDNfcdp,1,166977939,137858190,1,5,250,1457970006.78
18LCHTNzfWRSuABmpTd2rqZG71LLcXhgHE,1,2415,979,2,3,21,1457970006.78
16LWwkDHxYzxT1XsQm3sxjG43BqzovVAJT,2,360846,0,0,3,24,1457970006.78
1Q7dKG1kLuGfUwKdwbVfC7sKo7hEF5nbEr,4,4525210,0,6,11,45,1457970006.78
1Gif7PqWTzVWDQ42Mo7np3zXmGAo3DXc7h,465,60132763,18397366,7,17,202,1457970006.78
